sep=,
DeviceTag:,LF
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
StartTime: ,2025-02-11_12:17:11_000 EST
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Status
0,416361298,0.267395,0.277400,0.104256,0.916886,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,-0.87744140625000,-0.70849609375000,-0.62500000000000,0
1,416369631,0.267391,0.277424,0.104209,0.916885,1.00000000000000,0.00008300133049,-0.00007186830044,-0.00004160404205,0.03903239965439,0.02914494276047,0.07096123695374,4.68407487869263,3.49753284454346,8.51568889617920,1.14139604568481,-0.98829954862595,-0.57211953401566,-0.87548828125000,-0.70605468750000,-0.62109375000000,0
2,416377964,0.267386,0.277440,0.104160,0.916888,1.00000000000000,0.00007847603410,-0.00006519630551,-0.00003853626549,0.03896528482437,0.02898943424225,0.07095438241959,4.67602109909058,3.47887110710144,8.51486682891846,1.07916605472565,-0.89654940366745,-0.52993291616440,-0.87744140625000,-0.70556640625000,-0.62011718750000,0
3,416386297,0.267379,0.277453,0.104114,0.916891,1.00000000000000,0.00008068606257,-0.00005986075848,-0.00003959517926,0.03891450166702,0.02878463268280,0.07075542211533,4.66992664337158,3.45429372787476,8.49098968505859,1.10955739021301,-0.82317745685577,-0.54449450969696,-0.87548828125000,-0.70898437500000,-0.62207031250000,0
4,416394630,0.267371,0.277465,0.104083,0.916893,1.00000000000000,0.00009479373693,-0.00005543325096,-0.00004244502634,0.03883689641953,0.02883982658386,0.07099294662476,4.66061353683472,3.46091747283936,8.51949405670166,1.30355954170227,-0.76229238510132,-0.58368432521820,-0.87646484375000,-0.70800781250000,-0.62011718750000,0
5,416402963,0.267368,0.277477,0.104070,0.916892,1.00000000000000,0.00011119339615,-0.00005205534399,-0.00005253590643,0.03880679607391,0.02859026193619,0.07095277309418,4.65744113922119,3.43295979499817,8.51363182067871,1.52908015251160,-0.71584099531174,-0.72244942188263,-0.87841796875000,-0.70751953125000,-0.62402343750000,0
6,416411296,0.267372,0.277498,0.104070,0.916884,1.00000000000000,0.00012191105634,-0.00005960464478,-0.00006329827011,0.03885209560394,0.02895796298981,0.07074993848801,4.66281795501709,3.47686290740967,8.48939990997314,1.67646431922913,-0.81965547800064,-0.87044847011566,-0.87792968750000,-0.70751953125000,-0.62353515625000,0
7,416419629,0.267373,0.277504,0.104055,0.916884,1.00000000000000,0.00010608509183,-0.00004758406430,-0.00005757156760,0.03898137807846,0.02926284074783,0.07074326276779,4.67830944061279,3.51375246047974,8.48847675323486,1.45883333683014,-0.65435403585434,-0.79169762134552,-0.87451171875000,-0.70556640625000,-0.62158203125000,0
8,416427962,0.267377,0.277512,0.104047,0.916881,1.00000000000000,0.00011228211224,-0.00004840921611,-0.00006092805415,0.03883773088455,0.02907449007034,0.07064235210419,4.66102933883667,3.49105167388916,8.47643470764160,1.54405164718628,-0.66570115089417,-0.83785438537598,-0.87939453125000,-0.70654296875000,-0.62207031250000,0
9,416436295,0.267376,0.277520,0.104019,0.916882,1.00000000000000,0.00009482074529,-0.00005236081779,-0.00005026347935,0.03895473480225,0.02924799919128,0.07084619998932,4.67475461959839,3.50990009307861,8.50188350677490,1.30393099784851,-0.72004175186157,-0.69120007753372,-0.87597656250000,-0.70996093750000,-0.62402343750000,0
